event_id,player_id,ts,amount,transactions
190905,K87,2021-12-07 19:00:00,95.11,4.0
190911,K87,2021-12-08 01:00:00,813.92,9.0
190924,K87,2021-12-08 14:00:00,11.74,9.0
190927,K87,2021-12-08 17:00:00,205.46,7.0
190934,K87,2021-12-09 00:00:00,578.23,8.0
190940,K87,2021-12-09 06:00:00,857.93,10.0
190947,K87,2021-12-09 13:00:00,879.63,10.0
190961,K87,2021-12-10 03:00:00,25.53,10.0
190969,K87,2021-12-10 11:00:00,449.32,7.0
190977,K87,2021-12-10 19:00:00,232.94,7.0
190995,K87,2021-12-11 13:00:00,437.8,8.0
190997,K87,2021-12-11 15:00:00,223.07,7.0
191001,K87,2021-12-11 19:00:00,846.65,4.0
191026,K87,2021-12-12 20:00:00,160.65,8.0
191029,K87,2021-12-12 23:00:00,186.87,4.0
191034,K87,2021-12-13 04:00:00,713.35,10.0
191041,K87,2021-12-13 11:00:00,699.56,5.0
191043,K87,2021-12-13 13:00:00,37.73,10.0
191046,K87,2021-12-13 16:00:00,420.76,4.0
191050,K87,2021-12-13 20:00:00,574.99,8.0
191062,K87,2021-12-14 08:00:00,545.91,2.0
191076,K87,2021-12-14 22:00:00,169.9,2.0
191079,KCL,2021-12-01 00:00:00,779.29,8.0
191083,KCL,2021-12-01 04:00:00,652.39,7.0
191093,KCL,2021-12-01 14:00:00,700.3,7.0
191140,KCL,2021-12-03 13:00:00,226.65,1.0
191141,KCL,2021-12-03 14:00:00,987.49,4.0
191142,KCL,2021-12-03 15:00:00,20.3,2.0
191151,KCL,2021-12-04 00:00:00,594.3,2.0
191157,KCL,2021-12-04 06:00:00,718.42,9.0
191167,KCL,2021-12-04 16:00:00,66.95,8.0
191177,KCL,2021-12-05 02:00:00,54.9,2.0
191178,KCL,2021-12-05 03:00:00,620.68,5.0
191190,KCL,2021-12-05 15:00:00,921.41,8.0
191194,KCL,2021-12-05 19:00:00,368.65,2.0
191195,KCL,2021-12-05 20:00:00,729.59,2.0
191217,KCL,2021-12-06 18:00:00,593.74,3.0
191218,KCL,2021-12-06 19:00:00,784.8,1.0
191221,KCL,2021-12-06 22:00:00,58.56,5.0
191245,KCL,2021-12-07 22:00:00,18.05,5.0
191252,KCL,2021-12-08 05:00:00,475.02,4.0
191253,KCL,2021-12-08 06:00:00,717.08,1.0
191256,KCL,2021-12-08 09:00:00,327.42,5.0
191257,KCL,2021-12-08 10:00:00,723.0,7.0
191260,KCL,2021-12-08 13:00:00,416.38,7.0
191290,KCL,2021-12-09 19:00:00,638.81,4.0
191317,KCL,2021-12-10 22:00:00,762.77,2.0
191323,KCL,2021-12-11 04:00:00,934.7,3.0
191325,KCL,2021-12-11 06:00:00,146.8,7.0
191326,KCL,2021-12-11 07:00:00,911.79,3.0
191356,KCL,2021-12-12 13:00:00,427.27,3.0
191357,KCL,2021-12-12 14:00:00,493.67,9.0
191358,KCL,2021-12-12 15:00:00,261.86,9.0
191376,KCL,2021-12-13 09:00:00,979.26,5.0
191392,KCL,2021-12-14 01:00:00,353.56,7.0
191398,KCL,2021-12-14 07:00:00,29.51,8.0
191405,KCL,2021-12-14 14:00:00,856.58,7.0
191408,KCL,2021-12-14 17:00:00,769.69,3.0
191412,KCL,2021-12-14 21:00:00,886.07,1.0
191424,KD1,2021-12-01 08:00:00,491.89,5.0
191427,KD1,2021-12-01 11:00:00,395.53,5.0
191434,KD1,2021-12-01 18:00:00,257.32,3.0
191442,KD1,2021-12-02 02:00:00,623.28,4.0
191446,KD1,2021-12-02 06:00:00,616.93,3.0
191456,KD1,2021-12-02 16:00:00,704.73,5.0
191469,KD1,2021-12-03 05:00:00,162.32,2.0
191478,KD1,2021-12-03 14:00:00,579.01,6.0
191487,KD1,2021-12-03 23:00:00,991.32,3.0
191489,KD1,2021-12-04 01:00:00,111.52,9.0
191500,KD1,2021-12-04 12:00:00,451.94,2.0
191509,KD1,2021-12-04 21:00:00,665.99,2.0
191510,KD1,2021-12-04 22:00:00,57.04,6.0
191514,KD1,2021-12-05 02:00:00,130.34,4.0
191520,KD1,2021-12-05 08:00:00,387.89,5.0
191525,KD1,2021-12-05 13:00:00,639.87,4.0
191533,KD1,2021-12-05 21:00:00,657.78,6.0
191537,KD1,2021-12-06 01:00:00,300.66,3.0
191550,KD1,2021-12-06 14:00:00,543.1,7.0
191559,KD1,2021-12-06 23:00:00,35.1,9.0
191563,KD1,2021-12-07 03:00:00,302.2,4.0
191566,KD1,2021-12-07 06:00:00,277.11,9.0
191571,KD1,2021-12-07 11:00:00,73.18,2.0
191591,KD1,2021-12-08 07:00:00,790.76,5.0
191607,KD1,2021-12-08 23:00:00,106.12,1.0
191628,KD1,2021-12-09 20:00:00,10.37,6.0
191629,KD1,2021-12-09 21:00:00,807.38,8.0
191632,KD1,2021-12-10 00:00:00,998.94,8.0
191634,KD1,2021-12-10 02:00:00,197.57,6.0
191643,KD1,2021-12-10 11:00:00,119.85,6.0
191653,KD1,2021-12-10 21:00:00,293.51,3.0
191655,KD1,2021-12-10 23:00:00,849.4,1.0
191673,KD1,2021-12-11 17:00:00,729.53,8.0
191681,KD1,2021-12-12 01:00:00,821.71,8.0
191682,KD1,2021-12-12 02:00:00,317.14,8.0
191694,KD1,2021-12-12 14:00:00,476.87,7.0
191705,KD1,2021-12-13 01:00:00,621.68,9.0
191709,KD1,2021-12-13 05:00:00,449.44,9.0
191722,KD1,2021-12-13 18:00:00,10.81,9.0
191728,KD1,2021-12-14 00:00:00,253.04,5.0
191731,KD1,2021-12-14 03:00:00,312.82,9.0
191754,KDQ,2021-12-01 01:00:00,58.66,8.0
191779,KDQ,2021-12-02 02:00:00,905.69,6.0
191793,KDQ,2021-12-02 16:00:00,93.51,8.0
191798,KDQ,2021-12-02 21:00:00,877.11,2.0
191799,KDQ,2021-12-02 22:00:00,313.73,8.0
191807,KDQ,2021-12-03 06:00:00,84.57,3.0
191817,KDQ,2021-12-03 16:00:00,672.34,7.0
191829,KDQ,2021-12-04 04:00:00,125.92,9.0
191843,KDQ,2021-12-04 18:00:00,270.1,6.0
191846,KDQ,2021-12-04 21:00:00,464.04,6.0
191850,KDQ,2021-12-05 01:00:00,825.52,7.0
191888,KDQ,2021-12-06 15:00:00,350.81,2.0
191889,KDQ,2021-12-06 16:00:00,184.99,5.0
191895,KDQ,2021-12-06 22:00:00,39.19,9.0
191904,KDQ,2021-12-07 07:00:00,652.86,3.0
191909,KDQ,2021-12-07 12:00:00,606.74,2.0
191922,KDQ,2021-12-08 01:00:00,946.85,7.0
191923,KDQ,2021-12-08 02:00:00,985.62,5.0
191928,KDQ,2021-12-08 07:00:00,645.43,3.0
191939,KDQ,2021-12-08 18:00:00,438.21,8.0
191950,KDQ,2021-12-09 05:00:00,449.9,4.0
191960,KDQ,2021-12-09 15:00:00,774.9,4.0
192014,KDQ,2021-12-11 21:00:00,908.88,2.0
192023,KDQ,2021-12-12 06:00:00,182.48,7.0
192025,KDQ,2021-12-12 08:00:00,82.56,1.0
192026,KDQ,2021-12-12 09:00:00,442.36,8.0
192044,KDQ,2021-12-13 03:00:00,43.88,2.0
192060,KDQ,2021-12-13 19:00:00,254.34,7.0
192095,KEU,2021-12-01 05:00:00,699.34,3.0
192097,KEU,2021-12-01 07:00:00,670.25,2.0
192104,KEU,2021-12-01 14:00:00,782.36,4.0
192106,KEU,2021-12-01 16:00:00,184.61,9.0
192108,KEU,2021-12-01 18:00:00,449.98,1.0
192111,KEU,2021-12-01 21:00:00,812.39,4.0
192112,KEU,2021-12-01 22:00:00,307.28,5.0
192138,KEU,2021-12-03 00:00:00,613.48,4.0
192148,KEU,2021-12-03 10:00:00,376.29,4.0
192150,KEU,2021-12-03 12:00:00,709.53,8.0
192170,KEU,2021-12-04 08:00:00,445.04,5.0
192183,KEU,2021-12-04 21:00:00,258.76,6.0
192191,KEU,2021-12-05 05:00:00,109.49,2.0
192213,KEU,2021-12-06 03:00:00,686.22,9.0
192215,KEU,2021-12-06 05:00:00,679.37,5.0
192243,KEU,2021-12-07 09:00:00,532.68,6.0
192255,KEU,2021-12-07 21:00:00,526.04,7.0
192276,KEU,2021-12-08 18:00:00,518.41,3.0
192298,KEU,2021-12-09 16:00:00,75.99,7.0
192299,KEU,2021-12-09 17:00:00,912.11,9.0
192314,KEU,2021-12-10 08:00:00,151.99,5.0
192342,KEU,2021-12-11 12:00:00,771.16,3.0
192343,KEU,2021-12-11 13:00:00,512.25,8.0
192345,KEU,2021-12-11 15:00:00,991.39,2.0
192348,KEU,2021-12-11 18:00:00,888.88,9.0
192350,KEU,2021-12-11 20:00:00,275.41,4.0
192356,KEU,2021-12-12 02:00:00,568.77,5.0
192367,KEU,2021-12-12 13:00:00,399.92,3.0
192368,KEU,2021-12-12 14:00:00,226.55,4.0
192369,KEU,2021-12-12 15:00:00,306.1,4.0
192377,KEU,2021-12-12 23:00:00,64.92,3.0
192387,KEU,2021-12-13 09:00:00,792.38,8.0
192390,KEU,2021-12-13 12:00:00,409.17,4.0
192391,KEU,2021-12-13 13:00:00,774.13,2.0
192392,KEU,2021-12-13 14:00:00,792.26,1.0
192405,KEU,2021-12-14 03:00:00,743.35,5.0
192414,KEU,2021-12-14 12:00:00,17.15,2.0
192416,KEU,2021-12-14 14:00:00,442.72,4.0
192426,KEU,2021-12-15 00:00:00,366.16,6.0
192434,KFB,2021-12-01 07:00:00,957.23,10.0
192442,KFB,2021-12-01 15:00:00,579.09,8.0
192445,KFB,2021-12-01 18:00:00,462.64,10.0
192463,KFB,2021-12-02 12:00:00,678.08,7.0
192466,KFB,2021-12-02 15:00:00,405.35,9.0
192474,KFB,2021-12-02 23:00:00,668.42,1.0
192503,KFB,2021-12-04 04:00:00,881.55,9.0
192517,KFB,2021-12-04 18:00:00,513.28,4.0
192520,KFB,2021-12-04 21:00:00,263.12,2.0
192524,KFB,2021-12-05 01:00:00,118.45,4.0
192536,KFB,2021-12-05 13:00:00,829.58,5.0
192547,KFB,2021-12-06 00:00:00,316.25,4.0
192554,KFB,2021-12-06 07:00:00,767.8,7.0
192572,KFB,2021-12-07 01:00:00,105.55,3.0
192586,KFB,2021-12-07 15:00:00,890.52,5.0
192592,KFB,2021-12-07 21:00:00,745.41,3.0
192649,KFB,2021-12-10 06:00:00,574.84,8.0
192677,KFB,2021-12-11 10:00:00,745.47,8.0
192680,KFB,2021-12-11 13:00:00,176.47,1.0
192686,KFB,2021-12-11 19:00:00,491.07,3.0
192691,KFB,2021-12-12 00:00:00,725.09,6.0
192715,KFB,2021-12-13 00:00:00,872.76,1.0
192716,KFB,2021-12-13 01:00:00,278.79,4.0
192724,KFB,2021-12-13 09:00:00,991.88,9.0
192741,KFB,2021-12-14 02:00:00,967.89,9.0
192754,KFB,2021-12-14 15:00:00,828.28,5.0
192773,KFU,2021-12-01 09:00:00,559.03,10.0
192782,KFU,2021-12-01 18:00:00,460.0,4.0
192832,KFU,2021-12-03 20:00:00,493.52,1.0
192842,KFU,2021-12-04 06:00:00,47.71,2.0
192884,KFU,2021-12-06 00:00:00,565.05,3.0
192893,KFU,2021-12-06 09:00:00,380.93,6.0
192897,KFU,2021-12-06 13:00:00,277.46,9.0
192899,KFU,2021-12-06 15:00:00,138.62,9.0
192907,KFU,2021-12-06 23:00:00,604.8,3.0
192913,KFU,2021-12-07 05:00:00,365.28,3.0
192954,KFU,2021-12-08 22:00:00,811.1,3.0
192964,KFU,2021-12-09 08:00:00,129.05,9.0
192992,KFU,2021-12-10 12:00:00,518.19,4.0
193000,KFU,2021-12-10 20:00:00,703.52,8.0
193004,KFU,2021-12-11 00:00:00,560.89,4.0
193010,KFU,2021-12-11 06:00:00,288.33,5.0
193015,KFU,2021-12-11 11:00:00,280.18,8.0
193031,KFU,2021-12-12 03:00:00,971.63,8.0
193037,KFU,2021-12-12 09:00:00,890.74,5.0
193040,KFU,2021-12-12 12:00:00,69.94,3.0
193041,KFU,2021-12-12 13:00:00,328.35,3.0
193044,KFU,2021-12-12 16:00:00,687.36,5.0
193049,KFU,2021-12-12 21:00:00,211.72,5.0
193056,KFU,2021-12-13 04:00:00,886.39,4.0
193057,KFU,2021-12-13 05:00:00,853.01,5.0
193070,KFU,2021-12-13 18:00:00,927.35,7.0
193091,KFU,2021-12-14 15:00:00,413.61,6.0
193094,KFU,2021-12-14 18:00:00,586.86,9.0
193125,KFW,2021-12-02 00:00:00,746.41,2.0
193132,KFW,2021-12-02 07:00:00,107.22,8.0
193133,KFW,2021-12-02 08:00:00,890.46,1.0
193146,KFW,2021-12-02 21:00:00,889.01,4.0
193147,KFW,2021-12-02 22:00:00,119.91,7.0
193154,KFW,2021-12-03 05:00:00,518.16,2.0
193155,KFW,2021-12-03 06:00:00,658.4,6.0
193164,KFW,2021-12-03 15:00:00,302.2,8.0
193166,KFW,2021-12-03 17:00:00,100.25,7.0
193202,KFW,2021-12-05 05:00:00,122.1,4.0
193218,KFW,2021-12-05 21:00:00,319.84,4.0
193220,KFW,2021-12-05 23:00:00,305.47,6.0
193223,KFW,2021-12-06 02:00:00,414.68,8.0
193242,KFW,2021-12-06 21:00:00,789.75,5.0
193250,KFW,2021-12-07 05:00:00,401.44,6.0
193265,KFW,2021-12-07 20:00:00,369.86,2.0
193270,KFW,2021-12-08 01:00:00,142.63,5.0
193312,KFW,2021-12-09 19:00:00,907.25,2.0
193315,KFW,2021-12-09 22:00:00,828.97,4.0
193350,KFW,2021-12-11 09:00:00,69.57,9.0
193366,KFW,2021-12-12 01:00:00,692.01,3.0
193382,KFW,2021-12-12 17:00:00,623.97,6.0
193396,KFW,2021-12-13 07:00:00,192.63,4.0
193416,KFW,2021-12-14 03:00:00,275.82,2.0
193420,KFW,2021-12-14 07:00:00,702.44,3.0
193424,KFW,2021-12-14 11:00:00,426.64,5.0
193432,KFW,2021-12-14 19:00:00,112.24,9.0
193433,KFW,2021-12-14 20:00:00,846.61,3.0
193439,KGG,2021-12-01 01:00:00,592.18,4.0
193448,KGG,2021-12-01 10:00:00,535.59,2.0
193449,KGG,2021-12-01 11:00:00,675.0,4.0
193453,KGG,2021-12-01 15:00:00,141.76,9.0
193457,KGG,2021-12-01 19:00:00,394.1,7.0
193460,KGG,2021-12-01 22:00:00,931.0,10.0
193482,KGG,2021-12-02 20:00:00,971.15,4.0
193487,KGG,2021-12-03 01:00:00,119.31,7.0
193501,KGG,2021-12-03 15:00:00,206.98,5.0
193502,KGG,2021-12-03 16:00:00,84.4,7.0
193525,KGG,2021-12-04 15:00:00,357.37,7.0
193526,KGG,2021-12-04 16:00:00,489.17,10.0
193527,KGG,2021-12-04 17:00:00,253.85,4.0
193552,KGG,2021-12-05 18:00:00,46.52,7.0
193567,KGG,2021-12-06 09:00:00,677.1,8.0
193574,KGG,2021-12-06 16:00:00,366.12,6.0
193580,KGG,2021-12-06 22:00:00,986.72,6.0
193584,KGG,2021-12-07 02:00:00,596.29,10.0
193590,KGG,2021-12-07 08:00:00,546.34,9.0
193593,KGG,2021-12-07 11:00:00,340.65,3.0
193594,KGG,2021-12-07 12:00:00,99.22,2.0
193598,KGG,2021-12-07 16:00:00,612.79,2.0
193605,KGG,2021-12-07 23:00:00,835.97,9.0
193613,KGG,2021-12-08 07:00:00,15.14,6.0
193615,KGG,2021-12-08 09:00:00,392.19,9.0
193622,KGG,2021-12-08 16:00:00,615.85,3.0
193628,KGG,2021-12-08 22:00:00,664.81,3.0
193638,KGG,2021-12-09 08:00:00,776.0,2.0
193648,KGG,2021-12-09 18:00:00,859.47,6.0
193656,KGG,2021-12-10 02:00:00,78.87,6.0
193663,KGG,2021-12-10 09:00:00,339.6,7.0
193678,KGG,2021-12-11 00:00:00,168.03,4.0
193681,KGG,2021-12-11 03:00:00,457.94,9.0
193700,KGG,2021-12-11 22:00:00,880.59,5.0
193716,KGG,2021-12-12 14:00:00,872.41,2.0
193726,KGG,2021-12-13 00:00:00,425.42,10.0
193731,KGG,2021-12-13 05:00:00,116.77,6.0
193745,KGG,2021-12-13 19:00:00,502.76,4.0
193751,KGG,2021-12-14 01:00:00,266.61,4.0
193766,KGG,2021-12-14 16:00:00,922.57,3.0
193768,KGG,2021-12-14 18:00:00,804.7,3.0
193770,KGG,2021-12-14 20:00:00,446.66,2.0
193772,KGG,2021-12-14 22:00:00,589.6,5.0
193775,KGQ,2021-12-01 00:00:00,110.0,8.0
193782,KGQ,2021-12-01 07:00:00,13.82,2.0
193819,KGQ,2021-12-02 20:00:00,59.34,8.0
193830,KGQ,2021-12-03 07:00:00,833.58,2.0
193837,KGQ,2021-12-03 14:00:00,652.48,2.0
193838,KGQ,2021-12-03 15:00:00,542.39,1.0
193850,KGQ,2021-12-04 03:00:00,368.09,6.0
193854,KGQ,2021-12-04 07:00:00,58.73,9.0
193857,KGQ,2021-12-04 10:00:00,601.44,9.0
193868,KGQ,2021-12-04 21:00:00,702.77,9.0
193873,KGQ,2021-12-05 02:00:00,843.09,8.0
193881,KGQ,2021-12-05 10:00:00,815.66,3.0
193895,KGQ,2021-12-06 00:00:00,936.52,8.0
193899,KGQ,2021-12-06 04:00:00,276.71,2.0
193910,KGQ,2021-12-06 15:00:00,11.19,8.0
193912,KGQ,2021-12-06 17:00:00,614.86,8.0
193920,KGQ,2021-12-07 01:00:00,629.22,3.0
193928,KGQ,2021-12-07 09:00:00,97.82,10.0
193939,KGQ,2021-12-07 20:00:00,543.82,6.0
193940,KGQ,2021-12-07 21:00:00,125.4,3.0
193956,KGQ,2021-12-08 13:00:00,837.62,3.0
193964,KGQ,2021-12-08 21:00:00,450.59,2.0
193970,KGQ,2021-12-09 03:00:00,572.79,5.0
193992,KGQ,2021-12-10 01:00:00,521.7,4.0
194005,KGQ,2021-12-10 14:00:00,920.86,5.0
194009,KGQ,2021-12-10 18:00:00,100.23,9.0
194014,KGQ,2021-12-10 23:00:00,373.33,6.0
194031,KGQ,2021-12-11 16:00:00,757.69,7.0
194041,KGQ,2021-12-12 02:00:00,511.54,5.0
194052,KGQ,2021-12-12 13:00:00,957.79,2.0
194062,KGQ,2021-12-12 23:00:00,652.09,8.0
194069,KGQ,2021-12-13 06:00:00,648.59,6.0
194077,KGQ,2021-12-13 14:00:00,139.72,5.0
194081,KGQ,2021-12-13 18:00:00,713.28,7.0
194090,KGQ,2021-12-14 03:00:00,136.21,9.0
194094,KGQ,2021-12-14 07:00:00,711.23,6.0
194099,KGQ,2021-12-14 12:00:00,240.96,5.0
194105,KGQ,2021-12-14 18:00:00,293.31,1.0
194112,KKG,2021-12-01 00:00:00,818.12,9.0
194120,KKG,2021-12-01 08:00:00,484.8,9.0
194140,KKG,2021-12-02 04:00:00,956.85,2.0
194143,KKG,2021-12-02 07:00:00,494.22,2.0
194148,KKG,2021-12-02 12:00:00,915.66,5.0
194152,KKG,2021-12-02 16:00:00,396.78,4.0
194165,KKG,2021-12-03 05:00:00,219.45,8.0
194175,KKG,2021-12-03 15:00:00,362.79,4.0
194184,KKG,2021-12-04 00:00:00,508.22,5.0
194193,KKG,2021-12-04 09:00:00,996.35,5.0
194196,KKG,2021-12-04 12:00:00,889.48,1.0
194209,KKG,2021-12-05 01:00:00,902.81,8.0
194217,KKG,2021-12-05 09:00:00,473.71,6.0
194221,KKG,2021-12-05 13:00:00,37.72,2.0
194234,KKG,2021-12-06 02:00:00,751.57,7.0
194242,KKG,2021-12-06 10:00:00,350.74,4.0
194252,KKG,2021-12-06 20:00:00,664.25,3.0
194259,KKG,2021-12-07 03:00:00,881.04,6.0
194260,KKG,2021-12-07 04:00:00,471.01,4.0
194264,KKG,2021-12-07 08:00:00,980.53,3.0
194267,KKG,2021-12-07 11:00:00,617.46,7.0
194272,KKG,2021-12-07 16:00:00,385.2,6.0
194281,KKG,2021-12-08 01:00:00,489.49,5.0
194290,KKG,2021-12-08 10:00:00,783.46,9.0
194302,KKG,2021-12-08 22:00:00,310.01,7.0
194309,KKG,2021-12-09 05:00:00,316.76,7.0
194310,KKG,2021-12-09 06:00:00,998.21,4.0
194330,KKG,2021-12-10 02:00:00,176.6,6.0
194331,KKG,2021-12-10 03:00:00,813.91,8.0
194346,KKG,2021-12-10 18:00:00,891.73,5.0
194362,KKG,2021-12-11 10:00:00,750.19,4.0
194367,KKG,2021-12-11 15:00:00,155.53,4.0
194368,KKG,2021-12-11 16:00:00,454.68,10.0
194432,KKG,2021-12-14 08:00:00,47.25,9.0
194453,KKJ,2021-12-01 04:00:00,159.16,3.0
194476,KKJ,2021-12-02 03:00:00,547.19,9.0
194492,KKJ,2021-12-02 19:00:00,409.77,8.0
194504,KKJ,2021-12-03 07:00:00,313.94,4.0
194516,KKJ,2021-12-03 19:00:00,525.91,6.0
194519,KKJ,2021-12-03 22:00:00,26.08,3.0
194527,KKJ,2021-12-04 06:00:00,423.46,5.0
194540,KKJ,2021-12-04 19:00:00,642.32,9.0
194560,KKJ,2021-12-05 15:00:00,987.63,1.0
194564,KKJ,2021-12-05 19:00:00,706.34,8.0
194583,KKJ,2021-12-06 14:00:00,693.79,1.0
194589,KKJ,2021-12-06 20:00:00,73.42,3.0
194592,KKJ,2021-12-06 23:00:00,245.16,4.0
194593,KKJ,2021-12-07 00:00:00,851.18,7.0
194601,KKJ,2021-12-07 08:00:00,34.31,7.0
194608,KKJ,2021-12-07 15:00:00,685.09,7.0
194609,KKJ,2021-12-07 16:00:00,704.73,2.0
194610,KKJ,2021-12-07 17:00:00,651.01,10.0
194613,KKJ,2021-12-07 20:00:00,110.31,2.0
194634,KKJ,2021-12-08 17:00:00,530.36,5.0
194653,KKJ,2021-12-09 12:00:00,558.04,5.0
194665,KKJ,2021-12-10 00:00:00,185.01,6.0
194675,KKJ,2021-12-10 10:00:00,744.58,8.0
194680,KKJ,2021-12-10 15:00:00,422.13,7.0
194684,KKJ,2021-12-10 19:00:00,733.41,2.0
194689,KKJ,2021-12-11 00:00:00,953.78,4.0
194697,KKJ,2021-12-11 08:00:00,761.34,3.0
194705,KKJ,2021-12-11 16:00:00,158.57,10.0
194746,KKJ,2021-12-13 09:00:00,564.27,5.0
194775,KKJ,2021-12-14 14:00:00,175.58,3.0
194797,KL3,2021-12-01 11:00:00,582.49,9.0
194798,KL3,2021-12-01 12:00:00,782.87,8.0
194808,KL3,2021-12-01 22:00:00,907.48,8.0
194810,KL3,2021-12-02 00:00:00,758.85,6.0
194814,KL3,2021-12-02 04:00:00,583.51,2.0
194816,KL3,2021-12-02 06:00:00,972.34,10.0
194828,KL3,2021-12-02 18:00:00,87.75,7.0
194857,KL3,2021-12-03 23:00:00,852.28,8.0
194858,KL3,2021-12-04 00:00:00,667.91,6.0
194871,KL3,2021-12-04 13:00:00,41.94,4.0
194881,KL3,2021-12-04 23:00:00,918.43,9.0
194888,KL3,2021-12-05 06:00:00,889.55,3.0
194896,KL3,2021-12-05 14:00:00,750.91,7.0
194897,KL3,2021-12-05 15:00:00,567.14,8.0
194904,KL3,2021-12-05 22:00:00,931.63,8.0
194911,KL3,2021-12-06 05:00:00,249.63,6.0
194917,KL3,2021-12-06 11:00:00,509.75,4.0
194943,KL3,2021-12-07 13:00:00,705.42,5.0
194948,KL3,2021-12-07 18:00:00,499.09,4.0
194953,KL3,2021-12-07 23:00:00,347.42,3.0
194966,KL3,2021-12-08 12:00:00,873.69,2.0
194979,KL3,2021-12-09 01:00:00,852.11,8.0
194987,KL3,2021-12-09 09:00:00,575.84,4.0
194994,KL3,2021-12-09 16:00:00,262.9,3.0
195009,KL3,2021-12-10 07:00:00,307.15,7.0
195025,KL3,2021-12-10 23:00:00,830.31,1.0
195030,KL3,2021-12-11 04:00:00,433.49,7.0
195038,KL3,2021-12-11 12:00:00,641.36,3.0
195050,KL3,2021-12-12 00:00:00,615.64,1.0
195055,KL3,2021-12-12 05:00:00,865.91,9.0
195068,KL3,2021-12-12 18:00:00,80.13,1.0
195070,KL3,2021-12-12 20:00:00,198.04,7.0
195080,KL3,2021-12-13 06:00:00,460.03,8.0
195082,KL3,2021-12-13 08:00:00,342.33,6.0
195092,KL3,2021-12-13 18:00:00,260.67,7.0
195115,KL3,2021-12-14 17:00:00,92.72,5.0
195117,KL3,2021-12-14 19:00:00,830.23,4.0
195122,KL3,2021-12-15 00:00:00,137.73,9.0
195134,KM7,2021-12-01 11:00:00,398.51,6.0
195149,KM7,2021-12-02 02:00:00,566.45,7.0
195150,KM7,2021-12-02 03:00:00,978.13,7.0
195207,KM7,2021-12-04 12:00:00,803.18,6.0
195214,KM7,2021-12-04 19:00:00,141.78,5.0
195220,KM7,2021-12-05 01:00:00,677.07,7.0
195226,KM7,2021-12-05 07:00:00,599.16,9.0
195242,KM7,2021-12-05 23:00:00,570.95,1.0
195252,KM7,2021-12-06 09:00:00,938.57,2.0
195253,KM7,2021-12-06 10:00:00,465.28,1.0
195263,KM7,2021-12-06 20:00:00,443.96,3.0
195268,KM7,2021-12-07 01:00:00,893.75,5.0
195276,KM7,2021-12-07 09:00:00,544.18,9.0
195278,KM7,2021-12-07 11:00:00,317.16,4.0
195281,KM7,2021-12-07 14:00:00,899.54,2.0
195310,KM7,2021-12-08 19:00:00,692.63,2.0
195330,KM7,2021-12-09 15:00:00,824.52,7.0
195335,KM7,2021-12-09 20:00:00,192.34,3.0
195361,KM7,2021-12-10 22:00:00,633.75,7.0
195364,KM7,2021-12-11 01:00:00,781.38,3.0
195381,KM7,2021-12-11 18:00:00,982.51,2.0
195394,KM7,2021-12-12 07:00:00,867.79,5.0
195402,KM7,2021-12-12 15:00:00,778.15,2.0
195408,KM7,2021-12-12 21:00:00,350.09,10.0
195411,KM7,2021-12-13 00:00:00,288.04,5.0
195412,KM7,2021-12-13 01:00:00,126.84,10.0
195416,KM7,2021-12-13 05:00:00,590.27,7.0
195426,KM7,2021-12-13 15:00:00,918.8,1.0
195427,KM7,2021-12-13 16:00:00,995.82,9.0
195442,KM7,2021-12-14 07:00:00,892.35,8.0
195453,KM7,2021-12-14 18:00:00,31.57,3.0
195471,KNC,2021-12-01 11:00:00,739.64,9.0
195481,KNC,2021-12-01 21:00:00,126.78,5.0
195484,KNC,2021-12-02 00:00:00,430.75,3.0
195494,KNC,2021-12-02 10:00:00,16.05,9.0
195495,KNC,2021-12-02 11:00:00,172.66,3.0
195500,KNC,2021-12-02 16:00:00,998.07,9.0
195502,KNC,2021-12-02 18:00:00,585.15,6.0
195510,KNC,2021-12-03 02:00:00,935.69,7.0
195516,KNC,2021-12-03 08:00:00,256.4,2.0
195545,KNC,2021-12-04 13:00:00,75.18,9.0
195549,KNC,2021-12-04 17:00:00,659.13,8.0
195560,KNC,2021-12-05 04:00:00,420.33,5.0
195565,KNC,2021-12-05 09:00:00,770.12,5.0
195568,KNC,2021-12-05 12:00:00,207.78,9.0
195573,KNC,2021-12-05 17:00:00,737.97,5.0
195584,KNC,2021-12-06 04:00:00,840.44,5.0
195585,KNC,2021-12-06 05:00:00,786.73,10.0
195588,KNC,2021-12-06 08:00:00,262.42,6.0
195593,KNC,2021-12-06 13:00:00,662.6,8.0
195605,KNC,2021-12-07 01:00:00,227.1,8.0
195610,KNC,2021-12-07 06:00:00,928.26,3.0
195613,KNC,2021-12-07 09:00:00,170.87,9.0
195617,KNC,2021-12-07 13:00:00,163.29,4.0
195635,KNC,2021-12-08 07:00:00,367.97,8.0
195641,KNC,2021-12-08 13:00:00,409.45,7.0
195650,KNC,2021-12-08 22:00:00,781.91,8.0
195673,KNC,2021-12-09 21:00:00,90.74,4.0
195691,KNC,2021-12-10 15:00:00,177.23,2.0
195701,KNC,2021-12-11 01:00:00,474.9,9.0
195739,KNC,2021-12-12 15:00:00,485.82,3.0
195761,KNC,2021-12-13 13:00:00,376.36,4.0
195763,KNC,2021-12-13 15:00:00,617.89,1.0
195766,KNC,2021-12-13 18:00:00,53.03,9.0
